COUNTRY,INDICATOR,COUNTERPART_COUNTRY,FREQUENCY,TIME_PERIOD,OBS_VALUE,SCALE,PRECISION,DECIMALS_DISPLAYED,TRADE_FLOW,VALUATION,UNIT,DERIVATION_TYPE,OVERLAP,STATUS,DOI,FULL_DESCRIPTION,AUTHOR,PUBLISHER,DEPARTMENT,CONTACT_POINT,TOPIC,TOPIC_DATASET,KEYWORDS,KEYWORDS_DATASET,LANGUAGE,PUBLICATION_DATE,UPDATE_DATE,METHODOLOGY,METHODOLOGY_NOTES,ACCESS_SHARING_LEVEL,ACCESS_SHARING_NOTES,SECURITY_CLASSIFICATION,SOURCE,SHORT_SOURCE_CITATION,FULL_SOURCE_CITATION,LICENSE,SUGGESTED_CITATION,KEY_INDICATOR,SERIES_NAME
"Congo, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,8985541863.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Congo, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,7885298697.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Congo, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,7263897063.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Niger,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,428398884.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Niger,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,468754712.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Niger,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,718509774.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Gabon,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,10716342768.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Gabon,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,12837894761.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Gabon,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,11072317411.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Botswana,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,8137012298.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Botswana,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,5246220751.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Botswana,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,3441140956.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Gambia, The","Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,59190898.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Gambia, The","Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,2832030593.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Gambia, The","Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,72645610.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"São Tomé and Príncipe, Democratic Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,21938283.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"São Tomé and Príncipe, Democratic Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,16338794.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"São Tomé and Príncipe, Democratic Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,2624564.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Kenya,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,7373534869.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Kenya,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,7167846950.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Kenya,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,10106068090.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Liberia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,277418248.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Liberia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,211260990.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Liberia,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,206337647.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Equatorial Guinea, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,7589391204.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Equatorial Guinea, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,4739820590.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Equatorial Guinea, Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,4302463943.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Djibouti,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,4669733790.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Djibouti,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,4863349111.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Djibouti,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,3201279890.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Tanzania, United Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,6824846118.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Tanzania, United Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,7274328809.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
"Tanzania, United Republic of","Exports of goods, Free on board (FOB), US dollar",World,Annual,2024,11200508317.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Seychelles,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2022,606920471.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
Seychelles,"Exports of goods, Free on board (FOB), US dollar",World,Annual,2023,552740376.0,Millions,,,Exports of goods,Free on board (FOB),US dollar,Mixed-type data,Overlapping Indicator,,,,,International Monetary Fund (IMF),Statistics Department (STA),datahelp@imf.org,Exports,Trade in goods; Imports; Exports,,DOTS,English,2025-06-27T03:17:14.618630Z,2025-06-27T03:17:14.662455300Z,International Merchandise Trade Statistics (IMTS),,Public (Unrestricted),,Public or Unrestricted,,Country Authorities; National Summary Data Pages (NDSPs),,© International Monetary Fund Copyright. All Rights Reserved. https://www.imf.org/external/terms.htm,"International Monetary Fund. International Trade in Goods (by partner country), https://data.imf.org/en/datasets/IMF.STA:IMTS. Accessed on [current date].",True,"Exports of goods, Free on board (FOB), US dollar"
